dms_orig,dms_dest,distance
20,371,5644.8
20,372,5615.0
20,373,5700.8
20,379,5809.7
20,380,3602.7
20,391,5124.1
20,392,5056.5
20,393,5124.9
20,394,5055.5
20,399,4996.5
20,401,4837.8
20,402,4834.3
20,409,4812.2
20,411,2803.3
20,419,3013.6
20,421,5454.4
20,422,5224.5
20,423,5393.0
20,429,5269.6
20,441,5518.0
20,451,5906.6
20,452,5639.4
20,459,5806.4
20,460,3875.1
20,471,5223.1
20,472,5300.8
20,473,5435.2
20,479,5228.8
20,481,5319.8
20,482,5499.9
20,483,5591.4
20,484,5106.4
20,485,4839.7
20,486,5468.3
20,487,5486.5
20,488,5356.9
20,489,5093.8
20,491,3643.8
20,499,3899.3
20,500,5242.2
20,511,5614.5
20,512,5710.0
20,513,5487.7
20,519,5517.7
20,531,2594.2
20,532,2725.9
20,539,2684.3
20,540,5352.7
20,551,4585.3
20,559,4343.0
20,560,3656.1
41,11,2356.0
41,12,2292.7
41,19,2358.2
41,20,4394.4
41,41,0.0
41,42,133.2
41,49,176.5
41,50,1819.7
41,61,443.6
41,62,1027.7
41,63,439.0
41,64,1033.2
41,65,805.6
41,69,747.5
41,81,983.4
41,89,854.9
41,91,3586.5
41,92,3535.4
41,99,3628.9
41,101,3327.8
41,109,3347.1
41,111,3201.3
41,121,2885.2
41,122,3124.4
41,123,2964.8
41,124,2882.4
41,129,2647.7
41,131,2573.8
41,132,2864.7
41,139,2685.9
41,151,4683.9
41,159,4551.5
41,160,1262.5
41,171,2298.1
41,172,2095.6
41,179,2165.4
41,181,2379.2
41,182,2429.5
41,183,2531.4
41,189,2408.5
41,190,1906.4
41,201,1656.1
41,202,1425.3
41,209,1346.3
41,211,2448.0
41,212,2560.8
41,219,2471.0
41,221,1998.7
41,222,1817.9
41,223,2140.3
41,229,1873.0
41,230,3883.6
41,241,3242.1
41,242,3198.1
41,249,3294.4
41,251,3712.3
41,259,3569.7
41,261,2716.0
41,262,2521.5
41,269,2608.9
41,271,2059.2
41,279,2113.5
41,280,2092.8
41,291,1728.4
41,292,2007.4
41,299,1863.9
41,300,1549.8
41,311,1651.9
41,319,1415.8
41,321,597.6
41,329,859.6
41,331,3686.9
41,339,3678.2
41,341,3422.7
41,342,3384.0
41,350,568.7
41,361,3486.1
41,362,3090.8
41,363,3502.7
41,364,3194.3
41,369,3365.0
41,371,2876.4
41,372,2937.7
41,373,3058.1
41,379,3169.9
41,380,1859.5
41,391,2584.3
41,392,2837.8
41,393,2714.3
41,394,2598.4
41,399,2673.9
41,401,1368.3
41,402,1510.4
41,409,1340.7
41,411,1601.5
41,419,1382.6
41,421,3329.5
41,422,2974.9
41,423,3349.9
41,429,3145.3
41,441,3673.7
41,451,2980.8
41,452,2748.2
41,459,2915.1
41,460,1613.3
41,471,2070.6
41,472,2335.8
41,473,2593.2
41,479,2179.8
41,481,1402.8
41,482,1727.5
41,483,1524.3
41,484,1415.9
41,485,641.8
41,486,1614.4
41,487,1361.3
41,488,1346.7
41,489,1178.5
41,491,833.5
41,499,604.5
41,500,3597.8
41,511,3163.3
41,512,3259.7
41,513,3140.5
41,519,2973.3
41,531,1800.9
41,532,1669.9
41,539,1723.5
41,540,2888.1
41,551,2361.1
41,559,2299.7
41,560,1157.7
42,11,2340.2
42,12,2258.3
42,19,2338.8
42,20,4525.5
42,41,133.2
42,42,0.0
42,49,299.1
42,50,1813.6
42,61,533.7
42,62,1141.5
42,63,490.9
42,64,1136.1
42,65,910.1
42,69,849.4
42,81,1064.1
42,89,934.5
42,91,3613.5
42,92,3561.5
42,99,3655.4
42,101,3344.5
42,109,3361.0
42,111,3216.4
42,121,2854.3
42,122,3078.2
42,123,2927.3
42,124,2840.8
42,129,2614.1
42,131,2560.7
42,132,2844.1
42,139,2665.5
42,151,4713.3
42,159,4571.7
42,160,1394.8
42,171,2336.2
42,172,2117.0
42,179,2193.4
42,181,2413.4
42,182,2452.5
42,183,2562.2
42,189,2431.8
42,190,1956.6
42,201,1686.8
42,202,1449.5
42,209,1384.1
42,211,2460.8
42,212,2577.4
42,219,2480.0
42,221,1959.7
42,222,1771.6
42,223,2099.0
42,229,1837.8
42,230,3924.1
42,241,3258.9
42,242,3213.2
42,249,3306.9
42,251,3740.9
42,259,3599.5
42,261,2753.0
42,262,2563.5
42,269,2662.2
42,271,2127.1
42,279,2189.7
42,280,2070.5
42,291,1759.5
42,292,2028.0
42,299,1884.6
42,300,1673.2
42,311,1704.6
42,319,1483.3
42,321,724.3
42,329,990.2
42,331,3719.7
42,339,3714.4
42,341,3445.0
42,342,3401.7
42,350,582.8
42,361,3518.8
42,362,3124.8
42,363,3527.9
42,364,3229.3
42,369,3399.7
42,371,2873.5
42,372,2938.7
42,373,3058.1
42,379,3167.6
42,380,1956.8
42,391,2603.5
42,392,2867.0
42,393,2736.9
42,394,2622.0
42,399,2702.6
42,401,1370.7
42,402,1518.6
42,409,1344.7
42,411,1730.1
42,419,1512.8
42,421,3350.4
42,422,2998.5
42,423,3374.3
42,429,3170.8
42,441,3700.2
42,451,2966.0
42,452,2741.1
42,459,2903.9
42,460,1698.4
42,471,2066.6
42,472,2336.1
42,473,2593.5
42,479,2179.5
42,481,1350.6
42,482,1680.3
42,483,1448.5
42,484,1390.7
42,485,584.1
42,486,1562.0
42,487,1281.7
42,488,1284.1
42,489,1137.2
42,491,963.6
42,499,729.2
42,500,3634.7
42,511,3171.5
42,512,3265.6
42,513,3154.7
42,519,2980.9
42,531,1932.5
42,532,1800.2
42,539,1856.3
42,540,2902.5
42,551,2406.7
42,559,2357.9
42,560,1269.3
49,11,2295.3
49,12,2256.8
49,19,2302.1
49,20,4262.0
49,41,176.5
49,42,299.1
49,49,0.0
49,50,1750.3
49,61,459.5
49,62,962.0
49,63,514.2
49,64,992.9
49,65,768.1
49,69,717.8
49,81,827.3
49,89,701.2
49,91,3472.7
49,92,3422.7
49,99,3515.6
49,101,3225.7
49,109,3247.9
49,111,3101.2
49,121,2842.0
49,122,3101.2
49,123,2930.2
49,124,2853.6
49,129,2609.1
49,131,2508.9
49,132,2808.3
49,139,2629.7
49,151,4741.5
49,159,4620.8
49,160,1103.1
49,171,2175.7
49,172,1992.0
49,179,2054.1
49,181,2260.7
49,182,2322.6
49,183,2415.9
49,189,2301.5
49,190,1773.3
49,201,1544.6
49,202,1323.2
49,209,1229.8
49,211,2352.7
49,212,2460.7
49,219,2379.9
49,221,1970.6
49,222,1801.4
49,223,2114.6
49,229,1840.8
49,230,3755.7
49,241,3139.8
49,242,3097.9
49,249,3197.0
49,251,3596.6
49,259,3453.0
49,261,2593.5
49,262,2394.4
49,269,2470.7
49,271,1909.3
49,279,1956.6
49,280,2042.0
49,291,1616.1
49,292,1905.0
49,299,1762.3
49,300,1374.9
49,311,1517.5
49,319,1268.6
49,321,503.0
49,329,739.4
49,331,3567.0
49,339,3554.8
49,341,3314.3
49,342,3280.5
49,350,504.7
49,361,3366.6
49,362,2970.5
49,363,3390.9
49,364,3072.9
49,369,3243.5
49,371,2797.8
49,372,2854.4
49,373,2975.6
49,379,3090.0
49,380,1688.9
49,391,2481.2
49,392,2723.2
49,393,2607.2
49,394,2490.4
49,399,2560.2
49,401,1292.9
49,402,1426.2
49,409,1263.6
49,411,1484.5
49,419,1259.8
49,421,3222.6
49,422,2865.9
49,423,3239.2
49,429,3034.0
49,441,3560.4
49,451,2916.7
49,452,2675.2
49,459,2846.7
49,460,1450.8
49,471,1996.8
49,472,2255.6
49,473,2511.8
49,479,2101.0
49,481,1399.1
49,482,1713.1
49,483,1553.6
49,484,1375.0
49,485,667.9
49,486,1608.4
49,487,1398.4
49,488,1358.6
49,489,1163.3
49,491,666.8
49,499,430.2
49,500,3473.8
49,511,3071.2
49,512,3169.8
49,513,3041.5
49,519,2882.1
49,531,1668.3
49,532,1544.6
49,539,1582.0
49,540,2789.5
49,551,2230.9
49,559,2157.7
49,560,981.8
50,11,551.6
50,12,629.2
50,19,569.2
50,20,5124.2
50,41,1819.7
50,42,1813.6
50,49,1750.3
50,50,0.0
50,61,2208.8
50,62,2577.8
50,63,2252.7
50,64,2661.9
50,65,2460.9
50,69,2425.2
50,81,1219.0
50,89,1257.1
50,91,1889.1
50,92,1833.2
50,99,1926.9
50,101,1574.8
50,109,1580.1
50,111,1442.4
50,121,1134.0
50,122,1468.9
50,123,1252.5
50,124,1207.4
50,129,929.7
50,131,759.2
50,132,1066.5
50,139,890.1
50,151,6491.9
50,159,6368.9
50,160,2168.2
50,171,840.1
50,172,493.0
50,179,621.4
50,181,851.3
50,182,772.1
50,183,937.2
50,189,756.7
50,190,801.0
50,201,500.5
50,202,526.4
50,209,687.0
50,211,702.8
50,212,835.3
50,219,700.2
50,221,494.9
50,222,549.7
50,223,601.0
50,229,402.1
50,230,2279.4
50,241,1491.9
50,242,1439.8
50,249,1521.6
50,251,2022.3
50,259,1892.4
50,261,1162.1
50,262,1058.2
50,269,1273.3
50,271,1134.3
50,279,1298.0
50,280,353.9
50,291,498.9
50,292,430.1
50,299,372.2
50,300,1969.1
50,311,786.4
50,319,985.7
50,321,2135.6
50,329,2223.3
50,331,2027.5
50,339,2045.9
50,341,1699.1
50,342,1635.4
50,350,1253.1
50,361,1833.4
50,362,1471.4
50,363,1795.8
50,364,1576.4
50,369,1735.3
50,371,1060.2
50,372,1128.5
50,373,1246.6
50,379,1354.3
50,380,1544.5
50,391,876.9
50,392,1194.0
50,393,1023.5
50,394,926.3
50,399,1041.0
50,401,458.5
50,402,350.2
50,409,488.8
50,411,2801.3
50,419,2587.2
50,421,1600.3
50,422,1276.7
50,423,1642.3
50,429,1452.8
50,441,1970.4
50,451,1166.8
50,452,928.6
50,459,1096.7
50,460,1249.9
50,471,254.0
50,472,528.5
50,473,783.9
50,479,373.3
50,481,709.4
50,482,559.3
50,483,956.6
50,484,472.3
50,485,1276.7
50,486,640.6
50,487,1026.6
50,488,839.3
50,489,764.4
50,491,1879.8
50,499,1728.6
50,500,1974.8
50,511,1374.3
50,512,1462.5
50,513,1378.4
50,519,1184.7
50,531,2833.6
50,532,2793.4
50,539,2685.5
50,540,1133.3
50,551,984.2
50,559,1121.4
50,560,1584.5
61,11,2754.6
61,12,2713.8
61,19,2761.7
61,20,4080.3
61,41,443.6
61,42,533.7
61,49,459.5
61,50,2208.8
61,61,0.0
61,62,630.7
61,63,163.3
61,64,605.9
61,65,384.0
61,69,320.9
61,81,1204.0
61,89,1090.6
61,91,3899.7
61,92,3851.2
61,99,3943.2
61,101,3665.4
61,109,3690.2
61,111,3542.9
61,121,3300.8
61,122,3554.3
61,123,3387.2
61,124,3308.7
61,129,3066.9
61,131,2967.7
61,132,3267.8
61,139,3089.2
61,151,4283.0
61,159,4165.8
61,160,1109.9
61,171,2596.1
61,172,2433.6
61,179,2488.4
61,181,2685.8
61,182,2760.3
61,183,2844.1
61,189,2739.0
61,190,2180.0
61,201,1981.6
61,202,1769.4
61,209,1664.6
61,211,2799.4
61,212,2903.7
61,219,2829.3
61,221,2424.9
61,222,2250.6
61,223,2568.1
61,229,2296.4
61,230,4161.5
61,241,3579.6
61,242,3539.5
61,249,3640.7
61,251,4021.0
61,259,3876.4
61,261,3011.8
61,262,2806.8
61,269,2862.4
61,271,2277.5
61,279,2302.1
61,280,2501.4
61,291,2051.7
61,292,2348.0
61,299,2206.4
61,300,1508.4
61,311,1924.9
61,319,1654.2
61,321,335.9
61,329,601.6
61,331,3985.9
61,339,3968.6
61,341,3747.8
61,342,3719.0
61,350,963.7
61,361,3786.6
61,362,3390.5
61,363,3820.6
61,364,3491.0
61,369,3660.9
61,371,3252.8
61,372,3307.3
61,373,3428.8
61,379,3544.2
61,380,1969.1
61,391,2921.8
61,392,3151.3
61,393,3043.7
61,394,2926.5
61,399,2989.9
61,401,1750.8
61,402,1881.3
61,409,1721.2
61,411,1279.5
61,419,1084.5
61,421,3657.9
61,422,3299.8
61,423,3670.5
61,429,3464.9
61,441,3987.8
61,451,3375.5
61,452,3132.2
61,459,3304.7
61,460,1783.1
61,471,2454.1
61,472,2710.6
61,473,2966.0
61,479,2556.6
61,481,1840.3
61,482,2161.1
61,483,1967.9
61,484,1832.4
61,485,1084.3
61,486,2051.4
61,487,1804.6
61,488,1788.5
61,489,1610.6
61,491,774.0
61,499,658.5
61,500,3886.9
61,511,3518.8
61,512,3618.8
61,513,3484.2
61,519,3330.6
61,531,1515.4
61,532,1367.1
61,539,1469.6
61,540,3232.9
61,551,2639.1
61,559,2543.4
61,560,1226.6
62,11,3128.5
62,12,3144.6
62,19,3146.5
62,20,3466.5
62,41,1027.7
62,42,1141.5
62,49,962.0
62,50,2577.8
62,61,630.7
62,62,0.0
62,63,757.7
62,64,151.9
62,65,255.6
62,69,319.2
62,81,1405.4
62,89,1333.8
62,91,4078.1
62,92,4035.1
62,99,4122.5
62,101,3893.6
62,109,3928.6
62,111,3781.5
62,121,3706.8
62,122,4002.2
62,123,3811.7
62,124,3747.0
62,129,3486.5
62,131,3326.1
62,132,3642.0
62,139,3467.1
62,151,4007.0
62,159,3937.1
62,160,807.8
62,171,2786.0
62,172,2698.5
62,179,2725.0
62,181,2886.3
62,182,3000.3
62,183,3049.3
62,189,2979.0
62,190,2351.8
62,201,2248.1
62,202,2079.7
62,209,1942.4
62,211,3075.6
62,212,3161.1
62,219,3117.8
62,221,2876.3
62,222,2725.9
62,223,3021.8
62,229,2742.2
62,230,4272.3
62,241,3809.7
62,242,3777.7
62,249,3886.4
62,251,4188.9
62,259,4043.6
62,261,3182.6
62,262,2967.3
62,269,2968.8
62,271,2358.3
62,279,2336.9
62,280,2904.4
62,291,2310.5
62,292,2621.1
62,299,2489.3
62,300,1293.3
62,311,2113.1
62,319,1815.8
62,321,467.2
62,329,379.5
62,331,4136.8
62,339,4104.9
62,341,3950.9
62,342,3941.4
62,350,1423.7
62,361,3944.4
62,362,3556.8
62,363,4009.0
62,364,3649.2
62,369,3813.8
62,371,3567.3
62,372,3606.4
62,373,3727.5
62,379,3848.3
62,380,1914.6
62,391,3168.5
62,392,3348.1
62,393,3272.1
62,394,3156.1
62,399,3196.1
62,401,2127.6
62,402,2230.2
62,409,2096.1
62,411,691.9
62,419,548.2
62,421,3869.3
62,422,3513.0
62,423,3867.1
62,429,3664.3
62,441,4165.9
62,451,3727.6
62,452,3465.2
62,459,3646.5
62,460,1833.1
62,471,2803.8
62,472,3034.6
62,473,3279.4
62,479,2889.4
62,481,2342.0
62,482,2641.2
62,483,2513.9
62,484,2274.0
62,485,1629.8
62,486,2546.7
62,487,2360.3
62,488,2312.6
62,489,2099.8
62,491,753.4
62,499,849.7
62,500,4022.7
62,511,3784.9
62,512,3890.1
62,513,3728.1
62,519,3604.5
62,531,957.0
62,532,796.9
62,539,954.2
62,540,3484.9
62,551,2794.3
62,559,2648.5
62,560,1222.2
63,11,2792.3
63,12,2731.6
63,19,2795.6
63,20,4220.9
63,41,439.0
63,42,490.9
63,49,514.2
63,50,2252.7
63,61,163.3
63,62,757.7
63,63,0.0
63,64,707.5
63,65,502.7
63,69,438.7
63,81,1311.5
63,89,1192.2
63,91,3985.4
63,92,3935.8
63,99,4028.5
63,101,3739.9
63,109,3762.1
63,111,3615.4
63,121,3324.2
63,122,3561.1
63,123,3403.5
63,124,3320.3
63,129,3086.7
63,131,3009.0
63,132,3302.3
63,139,3123.4
63,151,4245.5
63,159,4116.2
63,160,1273.1
63,171,2686.0
63,172,2506.2
63,179,2567.9
63,181,2772.5
63,182,2836.8
63,183,2928.6
63,189,2815.6
63,190,2277.7
63,201,2058.6
63,202,1837.2
63,209,1743.3
63,211,2866.1
63,212,2974.8
63,219,2892.4
63,221,2436.9
63,222,2254.1
63,223,2578.1
63,229,2311.8
63,230,4261.2
63,241,3654.1
63,242,3612.0
63,249,3711.0
63,251,4108.7
63,259,3964.8
63,261,3103.4
63,262,2902.0
63,269,2968.6
63,271,2392.7
63,279,2425.2
63,280,2531.0
63,291,2129.9
63,292,2419.2
63,299,2276.4
63,300,1666.6
63,311,2021.8
63,319,1760.7
63,321,499.1
63,329,763.8
63,331,4077.5
63,339,4063.5
63,341,3828.2
63,342,3794.8
63,350,999.6
63,361,3877.4
63,362,3481.2
63,363,3904.2
63,364,3582.9
63,369,3753.4
63,371,3305.9
63,372,3364.6
63,373,3485.5
63,379,3598.8
63,380,2108.3
63,391,2995.5
63,392,3236.0
63,393,3121.3
63,394,3004.5
63,399,3073.3
63,401,1798.1
63,402,1935.7
63,409,1769.6
63,411,1425.7
63,419,1237.5
63,421,3736.7
63,422,3379.7
63,423,3752.8
63,429,3547.4
63,441,4073.2
63,451,3416.5
63,452,3180.4
63,459,3349.2
63,460,1908.7
63,471,2502.0
63,472,2764.2
63,473,3021.1
63,479,2608.8
63,481,1836.2
63,482,2163.4
63,483,1939.1
63,484,1854.7
63,485,1070.6
63,486,2048.0
63,487,1771.7
63,488,1773.8
63,489,1615.8
63,491,928.6
63,499,791.8
63,500,3982.2
63,511,3584.2
63,512,3682.2
63,513,3555.6
63,519,3394.8
63,531,1668.1
63,532,1517.3
63,539,1627.2
63,540,3303.5
63,551,2736.5
63,559,2651.9
63,560,1368.4
64,11,3213.4
64,12,3215.3
64,19,3228.8
64,20,3546.0
64,41,1033.2
64,42,1136.1
64,49,992.9
64,50,2661.9
64,61,605.9
64,62,151.9
64,63,707.5
64,64,0.0
64,65,227.7
64,69,286.7
64,81,1512.2
64,89,1432.1
64,91,4201.2
64,92,4157.3
64,99,4245.5
64,101,4008.8
64,109,4042.1
64,111,3894.7
64,121,3785.2
64,122,4069.9
64,123,3885.6
64,124,3817.0
64,129,3561.0
64,131,3415.1
64,132,3728.1
64,139,3552.0
64,151,3889.6
64,159,3811.8
64,160,959.0
64,171,2904.4
64,172,2804.2
64,179,2835.7
64,181,3003.3
64,182,3111.3
64,183,3166.2
64,189,3090.0
64,190,2471.1
64,201,2351.3
64,202,2173.6
64,209,2041.5
64,211,3180.5
64,212,3269.6
64,219,3220.6
64,221,2940.5
64,222,2782.5
64,223,3085.7
64,229,2807.5
64,230,4404.4
64,241,3924.4
64,242,3891.0
64,249,3998.6
64,251,4313.6
64,259,4168.2
64,261,3304.9
64,262,3090.5
64,269,3099.1
64,271,2489.7
64,279,2473.3
64,280,2981.6
64,291,2415.4
64,292,2725.0
64,299,2590.7
64,300,1443.5
64,311,2228.7
64,319,1933.3
64,321,527.6
64,329,507.5
64,331,4263.7
64,339,4233.7
64,341,4070.1
64,342,4057.5
64,350,1476.2
64,361,4070.1
64,362,3680.6
64,363,4130.5
64,364,3774.4
64,369,3940.0
64,371,3666.1
64,372,3708.4
64,373,3829.8
64,379,3949.8
64,380,2057.6
64,391,3278.9
64,392,3467.0
64,393,3385.8
64,394,3269.3
64,399,3313.2
64,401,2207.6
64,402,2317.0
64,409,2176.3
64,411,807.4
64,419,686.5
64,421,3987.1
64,422,3629.8
64,423,3987.1
64,429,3783.5
64,441,4289.1
64,451,3818.9
64,452,3560.0
64,459,3739.9
64,460,1965.5
64,471,2893.0
64,472,3130.1
64,473,3377.7
64,479,2982.6
64,481,2388.8
64,482,2696.0
64,483,2544.7
64,484,2338.5
64,485,1657.2
64,486,2596.3
64,487,2386.6
64,488,2351.4
64,489,2149.5
64,491,876.9
64,499,943.1
64,500,4151.4
64,511,3893.4
64,512,3997.8
64,513,3840.3
64,519,3711.2
64,531,1080.2
64,532,918.3
64,539,1089.6
64,540,3595.2
64,551,2917.7
64,559,2778.0
64,560,1355.1
