dms_orig,dms_dest,distance
171,371,957.9
171,372,946.7
171,373,1051.7
171,379,1172.4
171,380,1155.1
171,391,444.3
171,392,562.6
171,393,503.4
171,394,397.7
171,399,411.3
171,401,1061.5
171,402,906.6
171,409,1074.3
171,411,2795.7
171,419,2619.9
171,421,1083.2
171,422,728.1
171,423,1083.5
171,429,879.2
171,441,1393.4
171,451,1211.3
171,452,941.9
171,459,1111.2
171,460,1017.1
171,471,727.7
171,472,653.9
171,473,739.1
171,479,655.2
171,481,1524.4
171,482,1397.1
171,483,1792.3
171,484,1246.5
171,485,1908.8
171,486,1480.1
171,487,1845.9
171,488,1650.8
171,489,1510.4
171,491,2032.7
171,499,1983.7
171,500,1299.7
171,511,1041.2
171,512,1148.8
171,513,959.2
171,519,886.5
171,531,2741.7
171,532,2751.7
171,539,2584.8
171,540,737.1
171,551,152.4
171,559,368.2
171,560,1590.0
172,11,654.0
172,12,917.9
172,19,709.6
172,20,4888.0
172,41,2095.6
172,42,2117.0
172,49,1992.0
172,50,493.0
172,61,2433.6
172,62,2698.5
172,63,2506.2
172,64,2804.2
172,65,2626.0
172,69,2601.0
172,81,1293.1
172,89,1374.6
172,91,1498.4
172,92,1445.6
172,99,1539.8
172,101,1233.7
172,109,1256.7
172,111,1109.5
172,121,1213.4
172,122,1613.4
172,123,1365.9
172,124,1365.5
172,129,1087.9
172,131,748.6
172,132,1063.3
172,139,923.6
172,151,6687.5
172,159,6589.8
172,160,2152.5
172,171,349.0
172,172,0.0
172,179,129.4
172,181,361.0
172,182,335.9
172,183,469.5
172,189,315.6
172,190,478.4
172,201,454.9
172,202,670.4
172,209,771.1
172,211,377.3
172,212,470.3
172,219,424.7
172,221,921.2
172,222,1027.9
172,223,981.0
172,229,865.8
172,230,1844.0
172,241,1147.8
172,242,1106.2
172,249,1207.2
172,251,1627.6
172,259,1488.5
172,261,688.4
172,262,566.0
172,269,781.9
172,271,765.1
172,279,929.6
172,280,676.2
172,291,388.8
172,292,89.4
172,299,232.4
172,300,1851.2
172,311,623.5
172,319,913.7
172,321,2295.2
172,329,2324.1
172,331,1614.7
172,339,1619.8
172,341,1328.0
172,342,1288.9
172,350,1534.6
172,361,1414.8
172,362,1030.6
172,363,1411.4
172,364,1136.9
172,369,1303.9
172,371,884.8
172,372,911.8
172,373,1031.7
172,379,1153.8
172,380,1290.2
172,391,489.3
172,392,759.8
172,393,619.8
172,394,505.4
172,399,596.3
172,401,775.7
172,402,617.8
172,409,794.7
172,411,2797.1
172,419,2603.1
172,421,1234.0
172,422,881.6
172,423,1257.5
172,429,1054.9
172,441,1584.5
172,451,1092.0
172,452,812.8
172,459,997.7
172,460,1068.0
172,471,393.5
172,472,415.9
172,473,607.6
172,479,351.1
172,481,1189.0
172,482,1048.4
172,483,1448.5
172,484,921.2
172,485,1642.4
172,486,1133.7
172,487,1509.8
172,488,1317.2
172,489,1198.2
172,491,1955.5
172,499,1863.6
172,500,1543.6
172,511,1090.9
172,512,1194.3
172,513,1050.6
172,519,907.1
172,531,2778.9
172,532,2767.8
172,539,2623.8
172,540,799.5
172,551,497.2
172,559,667.1
172,560,1561.9
179,11,748.3
179,12,1030.0
179,19,807.0
179,20,4814.5
179,41,2165.4
179,42,2193.4
179,49,2054.1
179,50,621.4
179,61,2488.4
179,62,2725.0
179,63,2567.9
179,64,2835.7
179,65,2664.5
179,69,2642.3
179,81,1324.1
179,89,1414.5
179,91,1421.1
179,92,1370.0
179,99,1463.5
179,101,1179.1
179,109,1208.3
179,111,1060.6
179,121,1281.8
179,122,1689.0
179,123,1438.5
179,124,1447.3
179,129,1175.1
179,131,814.2
179,132,1116.9
179,139,990.7
179,151,6724.2
179,159,6633.4
179,160,2147.3
179,171,219.6
179,172,129.4
179,179,0.0
179,181,240.9
179,182,275.6
179,183,370.6
179,189,254.3
179,190,429.6
179,201,509.8
179,202,744.3
179,209,824.8
179,211,380.3
179,212,439.0
179,219,442.3
179,221,1047.8
179,222,1157.3
179,223,1102.9
179,229,994.8
179,230,1746.3
179,241,1093.7
179,242,1057.0
179,249,1163.2
179,251,1547.6
179,259,1406.0
179,261,579.2
179,262,440.8
179,269,652.6
179,271,678.1
179,279,838.5
179,280,797.7
179,291,438.0
179,292,199.2
179,299,324.9
179,300,1821.4
179,311,620.5
179,319,918.8
179,321,2334.4
179,329,2347.9
179,331,1527.6
179,339,1527.1
179,341,1260.3
179,342,1231.4
179,350,1610.8
179,361,1326.8
179,362,936.0
179,363,1337.5
179,364,1041.8
179,369,1211.0
179,371,898.3
179,372,910.9
179,373,1026.9
179,379,1150.0
179,380,1229.2
179,391,443.5
179,392,673.6
179,393,555.6
179,394,438.3
179,399,509.1
179,401,875.6
179,402,717.9
179,409,891.9
179,411,2790.4
179,419,2602.8
179,421,1169.6
179,422,811.9
179,423,1185.3
179,429,980.3
179,441,1508.3
179,451,1126.6
179,452,847.7
179,459,1028.9
179,460,1034.5
179,471,515.6
179,472,490.0
179,473,638.9
179,479,457.1
179,481,1312.1
179,482,1177.7
179,483,1575.5
179,484,1039.6
179,485,1736.9
179,486,1261.8
179,487,1633.4
179,488,1439.7
179,489,1311.2
179,491,1976.1
179,499,1900.5
179,500,1449.2
179,511,1060.9
179,512,1167.0
179,513,1005.0
179,519,885.0
179,531,2759.0
179,532,2755.6
179,539,2602.9
179,540,759.9
179,551,368.3
179,559,548.8
179,560,1562.1
181,11,871.3
181,12,1183.5
181,19,933.8
181,20,4790.3
181,41,2379.2
181,42,2413.4
181,49,2260.7
181,50,851.3
181,61,2685.8
181,62,2886.3
181,63,2772.5
181,64,3003.3
181,65,2841.6
181,69,2823.2
181,81,1500.5
181,89,1600.6
181,91,1213.9
181,92,1165.6
181,99,1257.4
181,101,1008.5
181,109,1047.2
181,111,902.1
181,121,1333.1
181,122,1747.9
181,123,1495.2
181,124,1523.4
181,129,1268.6
181,131,877.7
181,132,1143.6
181,139,1048.4
181,151,6892.7
181,159,6811.4
181,160,2264.8
181,171,106.4
181,172,361.0
181,179,240.9
181,181,0.0
181,182,206.1
181,183,163.1
181,189,197.0
181,190,536.9
181,201,727.0
181,202,969.6
181,209,1033.0
181,211,389.6
181,212,367.5
181,219,461.5
181,221,1245.5
181,222,1373.4
181,223,1282.9
181,229,1207.0
181,230,1515.1
181,241,925.7
181,242,898.2
181,249,1010.1
181,251,1336.1
181,259,1192.3
181,261,342.8
181,262,208.5
181,269,443.8
181,271,674.3
181,279,812.4
181,280,981.1
181,291,654.3
181,292,439.3
181,299,564.3
181,300,1900.8
181,311,774.9
181,319,1070.5
181,321,2513.7
181,329,2507.1
181,331,1307.6
181,339,1301.1
181,341,1068.2
181,342,1055.1
181,350,1832.2
181,361,1106.9
181,362,711.7
181,363,1135.6
181,364,815.9
181,369,986.4
181,371,858.9
181,372,843.9
181,373,947.3
181,379,1067.5
181,380,1259.1
181,391,341.3
181,392,466.5
181,393,397.3
181,394,291.5
181,399,309.8
181,401,1113.9
181,402,956.8
181,409,1129.2
181,411,2901.7
181,419,2725.2
181,421,983.7
181,422,626.7
181,423,987.6
181,429,782.4
181,441,1302.0
181,451,1116.4
181,452,851.1
181,459,1016.2
181,460,1123.4
181,471,708.8
181,472,596.5
181,473,652.6
181,479,621.6
181,481,1549.9
181,482,1400.7
181,483,1807.8
181,484,1279.8
181,485,1971.2
181,486,1491.2
181,487,1870.8
181,488,1678.0
181,489,1552.1
181,491,2133.2
181,499,2079.1
181,500,1221.7
181,511,934.7
181,512,1042.4
181,513,853.8
181,519,780.7
181,531,2848.1
181,532,2858.0
181,539,2691.2
181,540,630.7
181,551,211.6
181,559,450.1
181,560,1693.9
182,11,687.2
182,12,1010.0
182,19,750.1
182,20,4993.5
182,41,2429.5
182,42,2452.5
182,49,2322.6
182,50,772.1
182,61,2760.3
182,62,3000.3
182,63,2836.8
182,64,3111.3
182,65,2939.9
182,69,2917.5
182,81,1599.7
182,89,1689.5
182,91,1162.5
182,92,1109.7
182,99,1203.8
182,101,905.3
182,109,933.1
182,111,785.4
182,121,1127.4
182,122,1542.3
182,123,1289.7
182,124,1319.9
182,129,1069.3
182,131,674.7
182,132,937.7
182,139,843.8
182,151,6999.9
182,159,6908.6
182,160,2412.2
182,171,296.7
182,172,335.9
182,179,275.6
182,181,206.1
182,182,0.0
182,183,178.4
182,189,21.4
182,190,681.1
182,201,778.9
182,202,1004.3
182,209,1095.7
182,211,186.0
182,212,175.1
182,219,257.1
182,221,1106.8
182,222,1256.0
182,223,1126.8
182,229,1086.6
182,230,1517.2
182,241,819.7
182,242,781.8
182,249,887.6
182,251,1291.9
182,259,1153.4
182,261,399.1
182,262,370.8
182,269,618.1
182,271,867.0
182,279,1011.7
182,280,834.0
182,291,708.6
182,292,425.3
182,299,568.2
182,300,2069.2
182,311,892.1
182,319,1191.1
182,321,2609.7
182,329,2622.9
182,331,1281.0
182,339,1289.3
182,341,993.3
182,342,958.7
182,350,1869.9
182,361,1081.9
182,362,704.3
182,363,1075.6
182,364,810.3
182,369,974.4
182,371,663.1
182,372,658.7
182,373,769.2
182,379,891.6
182,380,1445.9
182,391,169.0
182,392,428.9
182,393,284.9
182,394,169.5
182,399,269.8
182,401,1108.4
182,402,951.1
182,409,1128.5
182,411,3053.6
182,419,2869.7
182,421,900.3
182,422,546.0
182,423,921.8
182,429,719.0
182,441,1248.5
182,451,914.6
182,452,646.2
182,459,814.5
182,460,1284.5
182,471,582.4
182,472,414.5
182,473,446.6
182,479,474.8
182,481,1481.5
182,482,1294.5
182,483,1718.2
182,484,1231.1
182,485,1976.0
182,486,1397.1
182,487,1797.9
182,488,1611.4
182,489,1516.0
182,491,2250.7
182,499,2176.0
182,500,1214.7
182,511,787.5
182,512,894.3
182,513,729.4
182,519,616.3
182,531,3012.7
182,532,3015.2
182,539,2856.1
182,540,484.9
182,551,417.4
182,559,655.9
182,560,1830.8
183,11,857.6
183,12,1184.0
183,19,920.4
183,20,4903.4
183,41,2531.4
183,42,2562.2
183,49,2415.9
183,50,937.2
183,61,2844.1
183,62,3049.3
183,63,2928.6
183,64,3166.2
183,65,3003.7
183,69,2984.7
183,81,1662.1
183,89,1760.9
183,91,1056.8
183,92,1007.3
183,99,1099.8
183,101,845.5
183,109,884.8
183,111,740.2
183,121,1257.9
183,122,1672.1
183,123,1420.9
183,124,1461.1
183,129,1222.1
183,131,822.2
183,132,1057.0
183,139,983.4
183,151,7055.7
183,159,6973.7
183,160,2425.5
183,171,266.5
183,172,469.5
183,179,370.6
183,181,163.1
183,182,178.4
183,183,0.0
183,189,187.4
183,190,699.9
183,201,875.8
183,202,1114.1
183,209,1186.5
183,211,345.7
183,212,269.8
183,219,410.6
183,221,1285.1
183,222,1432.3
183,223,1304.5
183,229,1263.2
183,230,1376.8
183,241,762.8
183,242,736.3
183,249,848.8
183,251,1181.0
183,259,1038.2
183,261,225.2
183,262,217.6
183,269,458.9
183,271,816.3
183,279,943.3
183,280,1012.4
183,291,803.2
183,292,556.3
183,299,692.5
183,300,2055.4
183,311,937.6
183,319,1233.5
183,321,2675.4
183,329,2670.2
183,331,1157.7
183,339,1156.5
183,341,906.6
183,342,892.0
183,350,1979.9
183,361,956.8
183,362,565.5
183,363,976.4
183,364,671.4
183,369,840.4
183,371,742.3
183,372,713.8
183,373,809.3
183,379,926.6
183,380,1403.3
183,391,226.1
183,392,307.4
183,393,241.2
183,394,152.2
183,399,147.1
183,401,1242.6
183,402,1084.6
183,409,1260.1
183,411,3061.1
183,419,2886.3
183,421,821.1
183,422,463.7
183,423,827.0
183,429,621.5
183,441,1144.5
183,451,1009.2
183,452,759.0
183,459,909.8
183,460,1281.9
183,471,758.7
183,472,588.3
183,473,577.4
183,479,653.1
183,481,1645.3
183,482,1468.7
183,483,1889.0
183,484,1386.6
183,485,2106.5
183,486,1568.7
183,487,1963.7
183,488,1774.8
183,489,1666.8
183,491,2296.3
183,499,2240.8
183,500,1078.7
183,511,779.7
183,512,887.1
183,513,693.3
183,519,635.3
183,531,3003.5
183,532,3015.9
183,539,2846.5
183,540,478.7
183,551,324.1
183,559,563.7
183,560,1856.4
189,11,686.6
189,12,1007.3
189,19,749.5
189,20,4980.6
189,41,2408.5
189,42,2431.8
189,49,2301.5
189,50,756.7
189,61,2739.0
189,62,2979.0
189,63,2815.6
189,64,3090.0
189,65,2918.6
189,69,2896.1
189,81,1578.4
189,89,1668.2
189,91,1182.9
189,92,1130.2
189,99,1224.3
189,101,926.7
189,109,954.5
189,111,806.8
189,121,1136.3
189,122,1551.0
189,123,1298.3
189,124,1326.7
189,129,1073.9
189,131,681.1
189,132,948.7
189,139,851.5
189,151,6978.5
189,159,6887.2
189,160,2392.0
189,171,283.2
189,172,315.6
189,179,254.3
189,181,197.0
189,182,21.4
189,183,187.4
189,189,0.0
189,190,661.5
189,201,757.6
189,202,983.4
189,209,1074.4
189,211,192.7
189,212,193.7
189,219,264.5
189,221,1098.4
189,222,1245.0
189,223,1121.0
189,229,1075.8
189,230,1535.4
189,241,841.0
189,242,803.2
189,249,908.9
189,251,1312.0
189,259,1173.3
189,261,410.7
189,262,371.0
189,269,618.1
189,271,851.8
189,279,997.8
189,280,826.4
189,291,687.2
189,292,405.0
189,299,547.7
189,300,2050.4
189,311,871.2
189,319,1170.2
189,321,2588.3
189,329,2601.7
189,331,1300.5
189,339,1308.1
189,341,1014.2
189,342,980.0
189,350,1849.2
189,361,1101.2
189,362,722.1
189,363,1096.2
189,364,828.2
189,369,992.9
189,371,679.3
189,372,676.9
189,373,788.0
189,379,910.6
189,380,1429.3
189,391,189.9
189,392,447.4
189,393,305.9
189,394,190.1
189,399,287.1
189,401,1088.9
189,402,931.5
189,409,1108.8
189,411,3033.6
189,419,2849.4
189,421,921.4
189,422,566.7
189,423,942.5
189,429,739.5
189,441,1269.0
189,451,928.7
189,452,658.7
189,459,828.7
189,460,1265.4
189,471,571.4
189,472,412.7
189,473,457.1
189,479,466.2
189,481,1466.1
189,482,1282.3
189,483,1704.7
189,484,1214.0
189,485,1956.4
189,486,1383.8
189,487,1783.0
189,488,1595.9
189,489,1498.4
189,491,2229.6
189,499,2154.6
189,500,1233.1
189,511,808.4
189,512,915.0
189,513,750.8
189,519,636.5
189,531,2993.6
189,532,2995.5
189,539,2837.0
189,540,506.0
189,551,408.6
189,559,645.4
189,560,1810.3
190,11,1124.8
190,12,1357.7
190,19,1176.9
190,20,4411.9
190,41,1906.4
190,42,1956.6
190,49,1773.3
190,50,801.0
190,61,2180.0
190,62,2351.8
190,63,2277.7
190,64,2471.1
190,65,2315.0
190,69,2299.3
190,81,980.3
190,89,1089.4
190,91,1732.8
190,92,1687.5
190,99,1776.9
190,101,1545.3
190,109,1584.1
190,111,1438.5
190,121,1691.9
190,122,2090.8
190,123,1844.0
190,124,1840.8
190,129,1560.8
190,131,1226.6
190,132,1538.4
190,139,1401.9
190,151,6358.9
190,159,6281.9
190,160,1733.0
190,171,434.6
190,172,478.4
190,179,429.6
190,181,536.9
190,182,681.1
190,183,699.9
190,189,661.5
190,190,0.0
190,201,376.1
190,202,597.4
190,209,588.6
190,211,809.5
190,212,854.8
190,219,871.7
190,221,1292.6
190,222,1340.2
190,223,1383.4
190,229,1202.3
190,230,1983.5
190,241,1462.6
190,242,1434.7
190,249,1546.1
190,251,1849.0
190,259,1703.6
190,261,837.1
190,262,627.5
190,269,706.5
190,271,334.1
190,279,497.0
190,280,1092.1
190,291,330.8
190,292,455.2
190,299,434.1
190,300,1392.6
190,311,256.0
190,319,538.5
190,321,1989.5
190,329,1972.4
190,331,1808.0
190,339,1788.6
190,341,1599.2
190,342,1591.2
190,350,1389.7
190,361,1610.0
190,362,1215.6
190,363,1659.9
190,364,1313.6
190,369,1482.7
190,371,1327.1
190,372,1335.3
190,373,1448.7
190,379,1571.6
190,380,811.9
190,391,848.0
190,392,996.3
190,393,931.0
190,394,818.9
190,399,845.7
190,401,815.0
190,402,687.6
190,409,816.1
190,411,2373.1
190,419,2192.0
190,421,1517.6
190,422,1162.6
190,423,1516.0
190,429,1312.6
190,441,1820.9
190,451,1555.3
190,452,1275.9
190,459,1458.1
190,460,605.9
190,471,824.6
190,472,894.3
190,473,1067.3
190,479,817.4
190,481,1361.1
190,482,1331.4
190,483,1658.5
190,484,1067.1
190,485,1586.0
190,486,1378.2
190,487,1672.2
190,488,1474.8
190,489,1280.8
190,491,1598.4
190,499,1556.1
190,500,1706.8
190,511,1462.6
190,512,1570.2
190,513,1389.0
190,519,1296.8
190,531,2332.9
190,532,2334.1
190,539,2176.5
190,540,1157.6
190,551,459.1
190,559,420.3
190,560,1157.5
201,11,960.8
201,12,1118.5
201,19,999.1
201,20,4625.7
201,41,1656.1
201,42,1686.8
201,49,1544.6
201,50,500.5
201,61,1981.6
201,62,2248.1
201,63,2058.6
201,64,2351.3
201,65,2171.5
201,69,2146.2
201,81,843.2
201,89,920.3
201,91,1930.4
201,92,1879.6
201,99,1973.0
201,101,1683.7
201,109,1709.2
201,111,1561.7
201,121,1557.9
201,122,1927.2
201,123,1694.6
201,124,1667.4
201,129,1383.9
201,131,1120.3
201,132,1444.2
201,139,1282.8
201,151,6232.8
201,159,6135.0
201,160,1738.4
201,171,655.3
201,172,454.9
201,179,509.8
201,181,727.0
201,182,778.9
201,183,875.8
201,189,757.6
201,190,376.1
201,201,0.0
201,202,246.8
201,209,317.1
201,211,829.4
201,212,924.7
201,219,869.8
201,221,989.7
201,222,1001.1
201,223,1101.4
201,229,881.4
201,230,2241.1
201,241,1598.0
201,242,1558.3
201,249,1660.9
201,251,2056.2
201,259,1913.9
201,261,1068.3
201,262,889.4
201,269,1032.3
201,271,696.0
201,279,848.0
201,280,840.9
201,291,72.7
201,292,373.7
201,299,243.3
201,300,1490.4
201,311,286.8
201,319,508.9
201,321,1840.6
201,329,1875.8
201,331,2032.9
201,339,2028.1
201,341,1769.7
201,342,1737.5
201,350,1105.2
201,361,1832.0
201,362,1438.0
201,363,1847.3
201,364,1542.7
201,369,1713.0
201,371,1321.7
201,372,1358.3
201,373,1479.4
201,379,1600.2
201,380,1045.6
201,391,940.5
201,392,1181.8
201,393,1062.9
201,394,946.0
201,399,1017.8
201,401,441.7
201,402,312.1
201,409,445.7
201,411,2381.5
201,419,2178.9
201,421,1678.1
201,422,1321.2
201,423,1695.0
201,429,1490.0
201,441,2017.8
201,451,1502.5
201,452,1229.8
201,459,1414.5
201,460,750.6
201,471,623.8
201,472,802.2
201,473,1035.6
201,479,673.2
201,481,986.1
201,482,980.5
201,483,1285.6
201,484,692.0
201,485,1256.4
201,486,1014.6
201,487,1296.1
201,488,1098.9
201,489,908.0
201,491,1510.5
201,499,1409.7
201,500,1948.8
201,511,1545.8
201,512,1648.8
201,513,1503.7
201,519,1361.2
201,531,2386.4
201,532,2361.2
201,539,2234.2
201,540,1253.5
201,551,748.6
201,559,782.7
201,560,1145.4
202,11,1060.9
202,12,1149.9
202,19,1087.2
202,20,4642.3
202,41,1425.3
202,42,1449.5
202,49,1323.2
202,50,526.4
202,61,1769.4
202,62,2079.7
202,63,1837.2
202,64,2173.6
202,65,1983.4
202,69,1953.6
202,81,696.4
202,89,747.0
202,91,2164.0
202,92,2112.2
202,99,2206.0
202,101,1903.6
202,109,1924.8
202,111,1778.3
202,121,1654.3
202,122,1995.3
202,123,1777.4
202,124,1733.8
202,129,1455.6
202,131,1248.7
202,132,1568.3
202,139,1397.0
202,151,6039.2
202,159,5932.6
202,160,1641.8
202,171,901.2
202,172,670.4
202,179,744.3
202,181,969.6
202,182,1004.3
202,183,1114.1
202,189,983.4
202,190,597.4
202,201,246.8
202,202,0.0
202,209,162.5
202,211,1030.2
202,212,1137.6
202,219,1060.5
202,221,959.8
202,222,918.0
202,223,1090.4
202,229,833.8
202,230,2484.7
202,241,1817.7
202,242,1775.0
202,249,1873.7
202,251,2291.4
202,259,2150.2
202,261,1312.0
202,262,1135.9
202,269,1276.5
202,271,889.0
202,279,1025.4
202,280,878.7
202,291,317.9
202,292,582.5
202,299,439.3
202,300,1460.7
202,311,419.7
202,319,496.8
202,321,1653.5
202,329,1716.1
202,331,2271.7
202,339,2269.4
202,341,1997.6
202,342,1959.2
202,350,866.8
202,361,2070.9
202,362,1678.6
202,363,2078.8
202,364,1783.9
202,369,1953.8
202,371,1494.7
202,372,1542.5
202,373,1664.2
202,379,1782.0
202,380,1128.1
202,391,1159.4
202,392,1417.8
202,393,1289.1
202,394,1173.5
202,399,1253.3
202,401,238.9
202,402,192.8
202,409,230.2
202,411,2275.5
202,419,2062.8
202,421,1904.1
202,422,1550.1
202,423,1925.5
202,429,1721.6
202,441,2250.8
202,451,1648.0
202,452,1386.4
202,459,1566.9
202,460,802.3
202,471,727.7
202,472,956.5
202,473,1206.2
202,479,809.6
202,481,808.6
202,482,876.5
202,483,1114.8
202,484,523.6
202,485,1009.7
202,486,879.7
202,487,1101.4
202,488,908.3
202,489,691.3
202,491,1363.2
202,499,1231.4
202,500,2190.7
202,511,1749.4
202,512,1849.4
202,513,1718.3
202,519,1561.2
202,531,2308.2
202,532,2266.9
202,539,2160.9
202,540,1466.2
202,551,994.8
202,559,1015.2
202,560,1059.7
209,11,1214.3
209,12,1312.1
209,19,1243.1
209,20,4485.2
209,41,1346.3
209,42,1384.1
209,49,1229.8
209,50,687.0
209,61,1664.6
209,62,1942.4
209,63,1743.3
209,64,2041.5
209,65,1857.9
209,69,1831.3
209,81,545.6
209,89,609.5
209,91,2243.0
209,92,2192.9
209,99,2285.8
209,101,2000.8
209,109,2026.3
209,111,1878.8
209,121,1810.0
209,122,2155.6
209,123,1935.6
209,124,1894.1
209,129,1615.0
209,131,1395.7
209,132,1717.4
209,139,1548.3
209,151,5918.5
209,159,5818.7
209,160,1481.9
209,171,952.5
209,172,771.1
209,179,824.8
209,181,1033.0
209,182,1095.7
209,183,1186.5
209,189,1074.4
209,190,588.6
209,201,317.1
209,202,162.5
209,209,0.0
209,211,1143.2
209,212,1241.3
209,219,1180.0
209,221,1120.6
209,222,1070.3
209,223,1252.3
209,229,993.1
209,230,2540.1
209,241,1915.0
209,242,1875.4
209,249,1977.8
209,251,2367.5
209,259,2224.3
209,261,1370.0
209,262,1179.6
209,269,1292.1
209,271,836.7
209,279,955.8
209,280,1040.1
209,291,387.2
209,292,687.7
209,299,550.0
209,300,1299.7
209,311,360.6
209,319,349.8
209,321,1527.0
209,329,1574.1
209,331,2340.6
209,339,2332.2
209,341,2085.1
209,342,2054.4
209,350,807.7
209,361,2139.9
209,362,1744.4
209,363,2161.1
209,364,1848.0
209,369,2018.6
209,371,1625.1
209,372,1667.0
209,373,1788.5
209,379,1908.2
209,380,999.4
209,391,1257.6
209,392,1493.6
209,393,1379.4
209,394,1262.2
209,399,1330.4
209,401,364.7
209,402,354.2
209,409,345.3
209,411,2117.6
209,419,1906.8
209,421,1994.2
209,422,1636.7
209,423,2009.5
209,429,1804.1
209,441,2330.6
209,451,1790.5
209,452,1524.0
209,459,1706.6
209,460,667.2
209,471,878.1
209,472,1093.4
209,473,1337.0
209,479,951.8
209,481,921.8
209,482,1023.5
209,483,1227.5
209,484,651.3
209,485,999.2
209,486,1015.4
209,487,1195.6
209,488,1009.4
209,489,770.9
209,491,1215.4
209,499,1098.6
209,500,2252.0
209,511,1861.2
209,512,1963.5
209,513,1820.8
209,519,1675.5
209,531,2146.7
209,532,2107.2
209,539,1999.0
209,540,1570.3
209,551,1025.3
209,559,1006.7
209,560,897.8
211,11,512.9
211,12,841.8
211,19,575.6
211,20,5166.3
211,41,2448.0
211,42,2460.8
211,49,2352.7
211,50,702.8
211,61,2799.4
211,62,3075.6
211,63,2866.1
211,64,3180.5
211,65,3000.6
211,69,2974.4
211,81,1670.2
211,89,1749.8
211,91,1186.9
211,92,1131.3
211,99,1225.2
211,101,885.7
211,109,900.2
211,111,756.0
211,121,944.2
211,122,1358.7
211,123,1106.0
211,124,1134.2
211,129,883.8
211,131,488.8
211,132,759.7
211,139,658.8
211,151,7061.7
211,159,6960.7
211,160,2522.2
211,171,471.3
211,172,377.3
211,179,380.3
211,181,389.6
211,182,186.0
211,183,345.7
211,189,192.7
211,190,809.5
211,201,829.4
211,202,1030.2
211,209,1143.2
211,211,0.0
211,212,134.6
211,219,71.9
211,221,968.7
211,222,1135.3
211,223,972.7
211,229,966.2
211,230,1581.8
211,241,800.8
211,242,753.0
211,249,846.5
211,251,1319.9
211,259,1189.6
211,261,544.1
211,262,553.1
211,269,799.8
211,271,1031.0
211,279,1181.9
211,280,693.2
211,291,765.3
211,292,455.9
211,299,594.1
211,300,2201.7
211,311,991.9
211,319,1286.7
211,321,2669.7
211,329,2701.4
211,331,1325.1
211,339,1346.1
211,341,1e3
211,342,944.4
211,350,1881.7
211,361,1132.4
211,362,784.7
211,363,1094.3
211,364,886.6
211,369,1039.2
211,371,518.2
211,372,536.1
211,373,655.1
211,379,777.6
211,380,1600.2
211,391,183.3
211,392,511.1
211,393,328.4
211,394,254.5
211,399,382.2
211,401,1094.9
211,402,942.8
211,409,1118.7
211,411,3166.2
211,419,2975.4
211,421,902.0
211,422,574.3
211,423,940.3
211,429,750.2
211,441,1269.0
211,451,751.3
211,452,475.4
211,459,652.4
211,460,1414.8
211,471,475.7
211,472,250.5
211,473,269.0
211,479,353.3
211,481,1402.4
211,482,1183.6
211,483,1617.2
211,484,1174.5
211,485,1957.0
211,486,1295.8
211,487,1710.9
211,488,1532.2
211,489,1465.7
211,491,2332.7
211,499,2239.2
211,500,1276.9
211,511,719.4
211,512,820.6
211,513,694.0
211,519,532.4
211,531,3138.6
211,532,3133.4
211,539,2982.6
211,540,442.1
211,551,601.2
211,559,836.8
211,560,1933.8
212,11,622.0
212,12,953.9
212,19,683.3
212,20,5156.7
212,41,2560.8
212,42,2577.4
212,49,2460.7
212,50,835.3
212,61,2903.7
212,62,3161.1
212,63,2974.8
212,64,3269.6
212,65,3094.3
212,69,3070.1
212,81,1757.4
212,89,1842.7
212,91,1056.9
212,92,1001.7
212,99,1095.9
212,101,767.3
212,109,787.2
212,111,640.7
212,121,988.1
212,122,1402.4
212,123,1151.1
212,124,1192.3
212,129,958.6
212,131,557.6
212,132,788.3
212,139,714.8
212,151,7155.7
212,159,7059.8
212,160,2583.9
212,171,466.4
212,172,470.3
212,179,439.0
212,181,367.5
212,182,175.1
212,183,269.8
212,189,193.7
212,190,854.8
212,201,924.7
212,202,1137.6
212,209,1241.3
212,211,134.6
212,212,0.0
212,219,169.3
212,221,1097.3
212,222,1267.8
212,223,1094.4
212,229,1098.9
212,230,1447.4
212,241,681.6
212,242,637.4
212,249,737.0
212,251,1189.4
212,259,1057.5
212,261,435.4
212,262,487.4
212,269,727.0
212,271,1038.6
212,279,1179.7
212,280,822.0
212,291,857.0
212,292,555.9
212,299,698.4
212,300,2244.2
212,311,1059.4
212,319,1357.8
212,321,2763.6
212,329,2784.7
212,331,1192.2
212,339,1212.0
212,341,873.6
212,342,824.3
212,350,1996.5
212,361,998.6
212,362,650.9
212,363,965.3
212,364,752.4
212,369,904.6
212,371,491.7
212,372,483.7
212,373,594.3
212,379,716.9
212,380,1619.6
212,391,55.1
212,392,379.2
212,393,194.4
212,394,139.4
212,399,263.9
212,401,1216.6
212,402,1062.4
212,409,1239.4
212,411,3226.0
212,419,3040.5
212,421,776.6
212,422,441.5
212,423,810.9
212,429,617.8
212,441,1140.0
212,451,749.9
212,452,491.1
212,459,649.8
212,460,1459.1
212,471,610.3
212,472,375.4
212,473,308.4
212,479,487.7
212,481,1536.7
212,482,1317.3
212,483,1751.5
212,484,1306.2
212,485,2081.6
212,486,1430.1
212,487,1845.5
212,488,1666.5
212,489,1596.7
212,491,2413.7
212,499,2331.0
212,500,1142.5
212,511,623.9
212,512,729.1
212,513,580.8
212,519,446.1
